jobName,companyName,companyProp,salary,workExperience,recruitmentNumber,education,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
资深Java开发工程师-北京-00301,北京数字认证股份有限公司 ,国企,25000.5,5-10年,1人 ,本科,1,0,1,0,0,0,0,0,0
高级区块链工程师,随行付支付有限公司 ,上市公司,25000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
高级JAVA研发工程师,北京理工新源信息科技有限公司,民营,25000.5,不限,1人 ,不限,1,0,1,0,0,1,1,0,0
高级ios开发工程师,北京象翌微链计算技术有限公司 ,民营,17500.5,3-5年,2人 ,本科,1,0,0,1,0,0,0,1,0
java高级工程师,汽车之家,民营,22500.0,3-5年,1人 ,本科,0,0,1,0,0,0,1,0,0
资深java开发工程师,北京仁科互动网络技术有限公司 ,外商独资,40000.5,5-10年,1人 ,本科,1,0,0,0,0,1,0,1,0
软件开发工程师,北京山石网科信息技术有限公司 ,其它,22500.0,3-5年,2人 ,本科,1,0,0,0,1,0,0,1,0
资深JAVA工程师,神州畅游导航科技(北京)有限公司 ,民营,14000.0,3-5年,1人 ,本科,0,0,1,0,0,1,0,0,0
高级JAVA工程师,北京韩美智恒科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,1,0,0,0,0,0,0
研发经理-zhys,新智认知数据服务有限公司,上市公司,40000.5,5-10年,1人 ,本科,1,0,1,0,0,1,0,0,0
资深网络开发工程师,北京山石网科信息技术有限公司 ,其它,17500.5,不限,1人 ,本科,1,0,0,0,0,1,1,0,0
Android SDK 高级开发工程师,北京龙创悦动网络科技有限公司 ,民营,15000.0,不限,1人 ,本科,0,0,0,1,0,0,0,0,0
hadoop工程师,北京理工新源信息科技有限公司,民营,17500.5,不限,1人 ,不限,1,0,1,0,1,0,0,0,0
中高级JAVA开发工程师,北京广通信达软件股份有限公司杭州分公司,上市公司,15000.0,3-5年,2人 ,本科,1,0,0,0,0,1,0,0,0
java架构师,北京卓衍信息技术有限公司 ,保密,25000.5,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,0
全栈研发工程师,永辉超市股份有限公司 ,民营,35000.0,3-5年,4人 ,本科,1,0,0,1,1,0,0,0,0
Umsp大数据研发工程师,北京航星永志科技有限公司 ,民营,20000.0,5-10年,2人 ,本科,1,0,1,0,0,0,1,0,0
Restful Java软件架构师-北京,北京高信达通信科技股份有限公司,股份制企业,15000.0,3-5年,1人 ,大专,1,0,0,0,0,0,0,0,0
Java研发工程师,北京启明星辰信息安全技术有限公司 ,上市公司,12500.5,1-3年,1人 ,本科,1,0,0,0,1,1,1,0,0
Java中级开发工程师,北大医疗信息技术有限公司 ,国企,15000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
C#高级开发工程师,北大医疗信息技术有限公司 ,国企,20000.0,5-10年,5人 ,本科,1,0,0,0,0,1,0,1,0
高级python工程师,汇中泰德投资有限公司 ,民营,32500.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
高级Java工程师（广告方向）,北京陌陌信息技术有限公司 ,上市公司,25000.5,3-5年,1人 ,本科,1,0,0,0,0,0,1,0,0
大数据开发工程师,天津福瑞信科技有限公司 ,民营,45000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
Java开发工程师,SYNNEX China,外商独资,15000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
JAVA软件工程师（安检事业部）,北京声迅电子股份有限公司,股份制企业,20000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
C#/.Net 高级开发工程师,北京数智源科技股份有限公司 ,股份制企业,25000.5,5-10年,3人 ,本科,1,0,0,1,0,1,0,0,0
区块链高级工程师,中益善源(北京)科技有限公司 ,国企,20000.0,3-5年,1人 ,本科,1,0,0,1,1,1,0,0,0
大数据开发工程师,盘缠科技股份有限公司 ,股份制企业,17500.5,5-10年,1人 ,本科,1,0,0,1,0,1,1,0,0
Linux C++ 高级开发工程师,北京数智源科技股份有限公司 ,股份制企业,30000.0,5-10年,3人 ,本科,1,0,0,1,0,1,0,0,0
大数据工程师,北京梧桐木管理咨询有限公司 ,民营,28500.0,5-10年,2人 ,本科,1,0,0,1,0,0,0,0,0
Linux操作系统研发工程师,中标软件有限公司 ,国企,9000.5,不限,5人 ,本科,1,0,0,0,1,1,1,0,0
Hadoop高级开发工程师,竞技世界(北京)网络技术有限公司,民营,30000.0,5-10年,1人 ,本科,1,0,1,0,0,0,0,0,0
web前端工程师,北京闲徕互娱网络科技有限公司 ,民营,22500.0,不限,1人 ,不限,1,0,0,0,0,0,0,0,0
高级软件工程师,赛诺联合医疗科技(北京)有限公司 ,民营,25000.0,3-5年,1人 ,硕士,1,0,0,1,1,0,0,1,0
平台开发实施,北京斯普信信息技术有限公司,民营,9000.5,3-5年,1人 ,大专,1,0,0,0,0,0,0,0,0
大数据开发工程师,北京得力助手信息技术有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
高级java工程师,明医众禾科技(北京)有限责任公司 ,民营,22500.0,5-10年,2人 ,本科,1,0,0,0,0,1,0,0,0
FF业务线-高级大数据工程师,凡普金科企业发展(上海)有限公司 ,股份制企业,32500.0,3-5年,2人 ,本科,1,0,0,0,1,1,0,0,0
java项目经理,北京八维研修学院,民营,27500.0,5-10年,1人 ,大专,1,0,0,0,0,1,0,0,0
高级区块链工程师,中益善源(北京)科技有限公司 ,国企,22500.0,3-5年,1人 ,本科,1,0,0,1,1,1,0,0,0
.NET高级开发工程师,CBC(北京)信用管理有限公司,外商独资,17500.5,3-5年,2人 ,大专,1,0,1,0,0,0,0,1,0
高级python开发工程师,西安润和软件信息技术有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
大数据开发工程师,中益善源(北京)科技有限公司 ,国企,20000.0,3-5年,1人 ,本科,1,0,0,1,1,1,0,0,0
Java开发工程师-市场营销部(J12899),去哪儿网（Qunar.com）,上市公司,17500.5,1-3年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级Java开发工程师,上海小蚁科技有限公司 ,外商独资,17500.5,3-5年,2人 ,本科,0,0,1,0,0,1,0,1,0
大数据工程师,微诺时代(北京)科技股份有限公司 ,上市公司,15000.0,5-10年,2人 ,本科,1,0,1,1,0,1,1,0,0
高级JAVA工程师-技术中心16（B2C）,微医集团 ,合资,21500.0,3-5年,1人 ,大专,1,0,0,0,0,1,1,1,0
研发副总/产品总监/项目总监,北京海兰信数据科技股份有限公司 ,上市公司,30000.0,5-10年,1人 ,本科,1,0,1,0,0,1,0,0,0
高级Java开发工程师,北京三正科技股份有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
架构师（产品方向）,北京雨辰视美科技有限公司,民营,22000.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,1,0
技术开发部 部门总经理,北京产权交易所有限公司,国企,40000.5,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
大数据咨询规划架构师（04003）,首都信息发展股份有限公司,股份制企业,17500.5,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
技术经理（产品方向）,北京雨辰视美科技有限公司,民营,16500.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,1,0
高级c++开发工程师,和信电子商务有限公司,民营,17500.5,3-5年,1人 ,本科,1,0,1,0,1,0,0,1,0
前端技术经理-真格投企业合作公司-毅行,北京真格天成投资管理有限公司 ,民营,30000.0,5-10年,1人 ,本科,1,0,1,0,1,0,0,0,0
高级java工程师,北京盛世源康科技发展有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,0,0,1,1,1,1,0
高级Java工程师 诚聘,北京光大隆泰科技有限责任公司 ,民营,25000.5,3-5年,3人 ,本科,1,0,0,0,1,1,1,0,0
高级java开发工程师,北京悦畅停车发展有限公司 ,民营,24000.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
Java架构师,北京悦畅停车发展有限公司 ,民营,31500.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
车载嵌入式C++软件研发工程师,北京图为先科技有限公司 ,民营,25000.5,5-10年,1人 ,本科,0,0,0,0,0,0,0,1,0
web前端开发组长,中软信息系统工程有限公司,国企,22500.0,3-5年,1人 ,本科,1,0,0,0,0,0,1,0,0
Senior Full-Stack Developer,奥博杰天软件(北京)有限公司 ,外商独资,25000.5,5-10年,1人 ,大专,1,0,0,0,1,0,0,0,0
高级Java开发,北京量子金服网络科技有限公司 ,民营,24000.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,1,0
高级后端开发工程师,北京简单科技有限公司,民营,22500.0,5-10年,2人 ,本科,1,0,1,0,0,1,0,0,0
前端开发工程师,北京理工新源信息科技有限公司,民营,12500.5,不限,1人 ,不限,1,0,1,0,0,0,0,1,1
软件开发工程师,北京海天瑞声科技股份有限公司 ,民营,12500.5,1-3年,2人 ,大专,1,0,1,0,0,1,0,0,0
高级研发工程师,中软信息系统工程有限公司,国企,22500.0,5-10年,1人 ,本科,1,0,0,0,0,0,1,0,0
高级JAVA开发工程师（海关）,北京广通信达软件股份有限公司杭州分公司,上市公司,12500.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
高级开发工程师,北京鼎泰泽丰投资管理有限公司 ,民营,22500.0,5-10年,1人 ,本科,1,0,0,0,0,0,0,1,0
高级软件研发工程师,万宝盛华企业管理咨询（上海）有限公司 ,外商独资,25000.5,3-5年,2人 ,本科,1,0,0,0,0,0,0,1,0
高级java开发工程师（交换平台）,河北志晟信息技术股份有限公司 ,上市公司,27500.0,3-5年,2人 ,本科,1,0,0,0,1,1,1,1,0
java架构师/leader,北京魔力耳朵科技有限公司 ,民营,45000.0,5-10年,1人 ,本科,1,0,0,0,1,1,0,1,0
java高级开发工程师,北京兴竹同智信息技术股份有限公司,民营,12500.0,3-5年,2人 ,本科,1,0,0,1,0,1,1,0,0
java高级研发工程师/项目经理,国科政信科技(北京)股份有限公司 ,股份制企业,25000.5,5-10年,2人 ,本科,1,0,0,1,1,1,0,0,1
高级java开发工程师,南京高泰科技有限公司 ,民营,18000.0,5-10年,10人 ,本科,1,0,0,1,0,1,0,0,0
java 工程师,耐特康赛网络技术(北京)有限公司,外商独资,17500.0,3-5年,1人 ,本科,1,0,1,1,0,0,0,0,0
高级java开发工程师,新奥特(北京)视频技术有限公司 ,外商独资,25000.5,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
高级java开发工程师,中信网络科技股份有限公司,股份制企业,17500.5,5-10年,3人 ,本科,1,0,0,1,0,1,1,0,0
python高级开发工程师,北京青软实训教育科技有限公司 ,民营,12500.5,不限,5人 ,大专,1,0,0,1,1,0,0,0,0
高级软件开发工程师,中公网医疗信息技术有限公司 ,股份制企业,16500.0,3-5年,1人 ,大专,0,0,0,0,0,0,0,0,0
全栈工程师 Full Stack Engineer,Pivotal 毕威拓科技（北京）有限公司,外商独资,30000.0,不限,1人 ,本科,1,0,0,0,1,0,0,0,1
应用工程师（应用迁移及运维方向）,首都信息发展股份有限公司,股份制企业,17500.5,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
Java开发助理,北京子牙河谷科技发展有限公司 ,民营,7000.5,不限,2人 ,大专,1,0,1,1,0,0,0,1,0
IT-资深JAVA开发工程师,昆仑健康保险股份有限公司,股份制企业,21500.0,3-5年,6人 ,本科,1,0,0,0,0,1,0,0,0
手机棋牌游戏终端开发,海南英立科技开发有限公司 ,民营,22500.0,5-10年,5人 ,大专,1,0,1,0,0,0,0,0,0
Python高级研发工程师（视心科技）,北京风行在线技术有限公司,民营,21500.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
.net软件工程师,北京晓羊教育科技有限公司 ,民营,17500.5,3-5年,1人 ,不限,1,0,0,1,0,1,0,0,0
高级嵌入式开发工程师,四达时代集团,股份制企业,17500.5,不限,3人 ,不限,1,0,0,0,1,0,0,1,1
Java高级软件工程师,北京润尼尔网络科技有限公司 ,民营,12500.5,3-5年,5人 ,本科,1,0,0,0,0,1,0,1,0
.net技术总监(A),北京天龟教育科技有限公司 ,民营,27500.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
java开发工程师（银行）,新晨科技股份有限公司 ,民营,17500.5,不限,1人 ,本科,0,0,0,0,0,0,0,0,0
ios 资深研发工程师,北京纯粹旅行有限公司 ,合资,27000.0,5-10年,3人 ,本科,1,0,0,0,1,1,0,0,0
C++多媒体编解码工程师,北京信安通靶场装备技术有限公司 ,民营,12500.5,3-5年,1人 ,不限,1,0,1,0,0,0,1,0,0
JAVA高级软件工程师,北京众和容智电子科技有限公司 ,民营,22500.0,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
高级java工程师,上海华点云生物科技有限公司 ,合资,18000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
Java高级工程师,北京盛初投资管理咨询有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
高级C++开发工程师,北京图为先科技有限公司 ,民营,17500.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,1,0
基础服务研发工程师（java）,北京图为先科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,1,0
(IT)JAVA开发工程师,昆仑健康保险股份有限公司,股份制企业,25000.5,1-3年,1人 ,本科,1,0,0,0,0,1,0,0,0
Linux讲师,北京八维教育集团 ,民营,12500.0,1-3年,1人 ,大专,1,0,0,0,0,1,0,0,0
C#高级软件工程师,北京视酷伟业科技股份有限公司 ,股份制企业,15000.0,3-5年,2人 ,本科,1,0,0,0,0,1,0,0,0
高级java工程师（全栈）,智慧互通科技有限公司 ,民营,20000.0,5-10年,1人 ,本科,1,0,0,0,1,0,1,1,0
hadoop开发工程师,玖富金科控股集团有限责任公司,民营,31500.0,3-5年,3人 ,本科,0,0,1,1,0,0,0,0,0
C#软件开发工程师,谱尼测试集团股份有限公司 ,股份制企业,15000.0,不限,1人 ,大专,1,0,0,0,0,0,0,0,0
安全分析师（安全专家方向）-北京,任子行网络技术股份有限公司 ,上市公司,30000.0,5-10年,1人 ,本科,1,0,0,1,0,1,1,0,0
高级java工程师,北京中能博泰科技有限公司 ,民营,25000.5,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
高级java开发经理,四川长虹佳华信息产品有限责任公司 ,国企,17500.5,5-10年,1人 ,本科,1,0,1,0,0,0,0,1,1
大数据可视化高级工程师,北京航天云路有限公司 ,国企,26500.0,3-5年,3人 ,本科,1,0,0,0,0,1,1,0,0
Golang数据开发工程师,北京盖娅互娱网络科技股份有限公司 ,上市公司,12500.5,1-3年,1人 ,本科,1,0,1,0,1,0,0,1,0
高级软件开发工程师（C# 客户端方向）,乐普(北京)医疗器械股份有限公司,上市公司,25000.5,5-10年,1人 ,本科,1,0,0,0,0,0,1,1,0
营销互动平台高级java开发工程师,北京聚通达科技股份有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
高级Java开发工程师,马上消费金融股份有限公司 ,股份制企业,22500.0,5-10年,5人 ,本科,1,0,0,0,1,1,0,1,0
信息化高级经理/经理,东旭集团,民营,25000.5,5-10年,1人 ,本科,1,0,0,0,0,1,1,0,1
C/C++高级开发工程师,纬创软件(北京)有限公司,外商独资,20000.0,不限,1人 ,本科,0,0,0,0,0,0,0,0,0
高级算法工程师,北京图盟科技有限公司 ,民营,25000.0,5-10年,1人 ,本科,1,0,0,0,1,1,0,0,1
平台开发工程师,福建博思软件股份有限公司 ,上市公司,20000.0,5-10年,1人 ,本科,0,0,0,0,0,1,1,1,1
嵌入式工程师-北京-01165,北京比特大陆科技有限公司 ,民营,25000.5,不限,1人 ,硕士,1,0,0,0,1,1,0,1,0
高级算法工程师,北京宏动科技有限公司 ,民营,25000.5,5-10年,1人 ,本科,0,0,0,0,0,1,0,0,0
WebGL研发工程师,苍穹数码技术股份有限公司 ,民营,15000.0,不限,1人 ,本科,1,0,0,0,0,1,0,0,0
Linux内核高级研发工程师,上海帝联网络科技有限公司 ,民营,26500.0,不限,1人 ,不限,1,0,1,0,0,0,0,1,0
API Management Architect,凯捷中国 ,外商独资,17500.5,不限,1人 ,不限,0,0,0,0,1,0,0,1,0
中高级C#开发工程师（AE）,中软国际科技服务有限公司 ,上市公司,0.0,3-5年,5人 ,本科,1,0,1,1,1,0,0,0,0
系统工程师（嵌入式软件）,北京安达维尔科技股份有限公司,民营,17500.5,5-10年,1人 ,本科,1,0,0,0,0,1,1,1,0
AI项目总监,SYNNEX China,外商独资,75000.0,5-10年,1人 ,本科,1,0,1,0,1,1,0,0,0
k8s容器高级研发工程师 - 基础平台部,北京图为先科技有限公司 ,民营,20000.0,3-5年,3人 ,本科,1,0,1,0,1,0,0,0,1
Java运维工程师-北京-00332,北京数字认证股份有限公司 ,国企,17500.5,3-5年,1人 ,本科,1,0,0,0,0,0,1,0,0
高级工程师（水利/水务数值模拟）,北京太比雅科技股份有限公司 ,合资,17500.0,3-5年,3人 ,本科,1,0,1,0,0,1,1,0,0
高级BI工程师,智慧互通科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,1,0,1,0,0
VR工程师,北京千锋互联科技有限公司 ,民营,12500.0,1-3年,1人 ,大专,1,0,1,1,0,0,0,0,0
C#高级软件工程师,北京莲香岛科技发展有限公司 ,民营,20000.0,不限,1人 ,本科,1,0,1,0,0,0,0,1,0
WEB全栈开发工程师,北京世纪好未来教育科技有限公司,上市公司,27500.0,5-10年,2人 ,大专,0,0,0,0,0,0,0,0,0
区块链工程师,北京千锋互联科技有限公司 ,民营,15000.0,1-3年,1人 ,大专,1,0,1,1,0,0,0,0,0
Node.js开发工程师,北京世纪好未来教育科技有限公司,上市公司,30000.0,5-10年,2人 ,本科,1,0,0,1,0,0,0,0,0
高级软件工程师-软件服务中心,北京易华录信息技术股份有限公司 ,股份制企业,17500.5,5-10年,5人 ,本科,1,0,0,0,0,1,1,0,0
产品开发工程师 （涂层材料设备方向）,国家电投集团科学技术研究院有限公司 ,国企,17500.5,1-3年,1人 ,本科,1,0,1,1,0,0,0,1,0
PHP,美菜网,股份制企业,30000.0,1-3年,5人 ,大专,0,0,0,0,0,0,0,0,0
JAVA开发工程师,美菜网,股份制企业,26500.0,3-5年,999人 ,本科,1,0,0,1,1,0,0,0,0
C++服务器开发工程师,北京世纪好未来教育科技有限公司,上市公司,30000.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
高级大数据开发工程师,北京同城翼龙网络科技有限公司,民营,25000.5,5-10年,1人 ,本科,0,0,1,0,0,1,0,0,0
IT-云平台架构师/高级工程师（北京）,马上消费金融股份有限公司 ,股份制企业,22500.0,5-10年,3人 ,本科,0,0,0,0,0,0,0,0,0
C++音视频高级工程师,北京中视广信科技有限公司 ,国企,16000.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
JAVA高级研发工程师（北京）,万达信息股份有限公司 ,其它,25000.5,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
C#中高级工程师,北京根网科技有限公司 ,民营,15000.0,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
部门经理（CSZN-yfyb）,北京东方国信科技股份有限公司 ,上市公司,25000.5,3-5年,3人 ,本科,1,0,0,1,0,1,0,1,0
GO语言开发工程师,北京盖娅互娱网络科技股份有限公司 ,上市公司,22500.0,1-3年,3人 ,本科,1,0,0,0,1,1,0,0,0
DSP高级软件工程师,北京四利通控制技术股份有限公司 ,股份制企业,25000.5,5-10年,2人 ,本科,1,0,0,0,0,1,0,0,0
安全高级开发工程师,Giesecke & Devrient GmbH(德国捷德公司) ,外商独资,15000.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
Linux内核/KVM虚拟化技术架构设计师,清华大学微电子学研究所 ,其它,22500.0,不限,2人 ,硕士,1,0,0,0,1,0,0,0,0
软件开发设计师/高级软件开发工程师,北京和利时数字技术有限公司 ,民营,17500.5,3-5年,2人 ,本科,1,0,0,0,0,1,1,1,1
服务器端工程师,银湖网络科技有限公司 ,上市公司,22500.0,1-3年,1人 ,本科,1,0,1,0,1,0,0,0,0
Modem开发,北京湛腾世纪科技有限公司 ,民营,12500.5,1-3年,2人 ,本科,1,0,0,1,1,0,0,0,0
数据工程师,北京友缘在线网络科技股份有限公司 ,合资,17500.5,3-5年,1人 ,本科,0,0,0,0,0,1,0,0,0
处理器安全解决方案架构师,清华大学微电子学研究所 ,其它,25000.5,3-5年,1人 ,硕士,1,0,0,0,1,0,0,0,0
分布式存储研究员,北京优炫软件股份有限公司 ,上市公司,21500.0,1-3年,1人 ,本科,1,0,1,0,0,1,0,0,0
数据平台工程师,北京五八信息技术有限公司 ,合资,25000.5,3-5年,2人 ,本科,1,0,0,1,1,0,0,0,0
Linux高级研发工程师,北京鼎普科技股份有限公司,上市公司,25000.5,5-10年,1人 ,本科,1,0,0,0,1,1,1,0,0
持续集成工程师（H3D-PR110003）,北京永航科技有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,0,0,0,1,0
Windows系统开发工程师,北京志翔科技股份有限公司 ,股份制企业,25000.5,不限,1人 ,本科,1,0,0,0,1,1,0,1,1
高级软件工程师（Unity）,中体彩科技发展有限公司 ,国企,25000.0,5-10年,1人 ,本科,1,0,0,0,1,0,0,0,0
区块链研发讲师,北京千锋互联科技有限公司 ,民营,22500.0,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
Linux高级研发工程师,北京凝思软件股份有限公司 ,股份制企业,20000.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
Golang工程师,北京兆信信息技术股份有限公司,民营,22500.0,3-5年,5人 ,本科,1,0,0,0,0,1,0,0,0
软件开发工程师,北京航天盛凯科技有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,1,0,0,0,0,1,1
华为云-软硬一体化研发专家,华为技术有限公司 ,民营,0.0,5-10年,1人 ,本科,1,0,0,0,1,0,0,0,1
移动端研发总监,爱卡汽车网,外商独资,55000.0,5-10年,1人 ,本科,1,0,0,1,0,1,1,1,0
数据分析与智能研发高级经理,联想集团有限公司,合资,0.0,10年以上,1人 ,硕士,0,0,0,0,0,0,0,0,0
大数据应用开发工程师,曙光信息产业（北京）有限公司 ,国企,12500.5,1-3年,2人 ,本科,1,0,1,0,0,1,0,0,0
XPYF-芯片安全分析工程师,北京智芯微电子科技有限公司,国企,15000.0,不限,2人 ,本科,1,0,0,0,0,1,1,0,0
华为云-云骨干网高级工程师,华为技术有限公司 ,民营,0.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,1
Web前端工程师,北京阿尔山金融科技有限公司 ,民营,16000.0,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
全栈工程师,上海瀚纳仕人才管理咨询有限公司 ,合资,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
高级JAVA工程师,北京中联钢电子商务有限公司,民营,12500.5,3-5年,1人 ,本科,1,0,1,1,0,1,0,0,0
C++工程师,北京灵图软件技术有限公司,民营,20000.0,5-10年,1人 ,本科,1,0,0,1,0,1,0,0,0
高级java,北京时代浩鼎科技股份有限公司 ,股份制企业,14500.0,3-5年,4人 ,本科,1,0,0,1,0,0,0,0,0
高级软件工程师,常州讯顺通讯科技有限公司 ,民营,20000.0,1-3年,5人 ,本科,1,0,0,1,1,0,1,1,0
Java高级工程师,北京纺联信息技术有限公司 ,股份制企业,25000.5,3-5年,10人 ,本科,1,0,1,1,0,0,0,0,1
Node.js研发工程师,北京众享比特科技有限公司 ,民营,22500.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,0
大数据技术经理（产品研发）,北京东方金信科技有限公司 ,民营,25000.0,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
项目经理,万达信息股份有限公司 ,其它,17500.5,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
大数据博士研究员,北京东方金信科技有限公司 ,民营,25000.5,1-3年,1人 ,博士,1,0,1,0,0,0,0,0,0
go语言服务器开发,北京冰狮科技有限公司 ,民营,15000.0,不限,1人 ,不限,1,0,0,0,0,1,0,0,0
逆向工程师,北京云脑安御信息技术有限公司 ,民营,20000.0,3-5年,1人 ,不限,1,0,0,1,1,1,0,0,0
.net资深研发工程师（大数据可视化）,北京国双科技有限公司 ,上市公司,25000.5,5-10年,1人 ,本科,1,0,1,0,0,1,0,0,0
图形算法程序员c++,贝满国际教育咨询(北京)有限公司 ,民营,17500.5,1-3年,1人 ,大专,1,0,0,1,1,0,0,0,0
高级JAVA 工程师,艾迪泰科科技(北京)有限公司 ,外商独资,30000.0,不限,3人 ,本科,1,0,0,0,1,0,0,0,1
后台开发,北京致想科技有限公司 ,民营,25000.0,3-5年,1人 ,本科,1,0,0,1,0,1,1,0,0
高级C++工程师,北京冠群信息技术股份有限公司 ,股份制企业,12500.5,3-5年,1人 ,本科,1,0,0,0,1,1,0,0,0
高级C++开发工程师,北京冠群信息技术股份有限公司 ,股份制企业,12500.5,3-5年,1人 ,本科,1,0,0,0,1,1,0,0,0
大数据架构师（产品研发）,北京东方金信科技有限公司 ,民营,30000.0,5-10年,1人 ,本科,1,0,1,0,0,0,0,0,0
嵌入式视频开发工程师,拓扑联创(北京)科技有限公司 ,合资,12500.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,1,1
开发经理,北京艾森思科技有限公司 ,民营,25000.5,5-10年,1人 ,本科,1,0,0,0,1,1,0,0,0
安全开发工程师（流量检测方向）,北京安天网络安全技术有限公司 ,民营,15000.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
高级Android开发工程师(000410),北京泰合佳通信息技术有限公司 ,上市公司,25000.5,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
高级H5白鹭开发工程师,北京立达智胜科技有限公司 ,民营,17500.5,3-5年,3人 ,本科,1,0,0,0,1,1,0,1,0
高级Java开发工程师,北京看了吗视频信息技术有限公司 ,民营,40000.5,5-10年,2人 ,本科,1,0,0,1,0,1,0,0,0
高级GPU软件工程师,北京黔龙图视科技有限公司 ,民营,15000.0,5-10年,1人 ,本科,1,0,1,1,0,0,0,0,0
高级c++开发工程师,北京分享智能系统集成有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,1,0,0,1,1,0,0
高级JAVA工程师,北京时尚人家网络科技有限公司 ,民营,25500.0,5-10年,2人 ,本科,1,0,1,0,1,0,0,0,0
主程序员,厦门市泊瀚互娱科技有限公司 ,股份制企业,22500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,1,0
Linux系统开发工程师,北京志翔科技股份有限公司 ,股份制企业,25000.5,不限,1人 ,本科,1,0,0,0,1,1,0,1,1
赴日cobol软件开发工程师,北京起鹏科技发展有限公司 ,民营,17500.5,1-3年,1人 ,大专,1,0,1,0,0,1,1,0,0
XPYF-数字后端设计工程师,北京智芯微电子科技有限公司,国企,15000.0,3-5年,3人 ,本科,1,0,0,0,0,1,1,0,0
.net 高级研发工程师,北京云海大业电力高科技有限公司 ,民营,17500.5,3-5年,1人 ,大专,1,0,0,0,0,1,1,0,0
PHP高级开发工程师,爱股票 ,民营,25000.0,3-5年,5人 ,大专,1,0,1,0,0,0,0,1,1
GPU开发工程师（VR部门）,上海小蚁科技有限公司 ,外商独资,17500.5,不限,1人 ,本科,1,0,0,0,0,1,0,0,0
算法工程师,北方大贤风电科技（北京）有限公司 ,股份制企业,9000.5,不限,1人 ,硕士,1,0,1,0,1,0,0,1,0
IT002B-高级Android终端开发工程师,四川迈士人力资源管理有限公司 ,民营,17500.5,3-5年,5人 ,本科,1,0,1,0,1,0,0,1,0
.NET开发工程师,北京阿尔山金融科技有限公司 ,民营,12500.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
